canonical_key,term_de,article,pos,translations_ja,translations_en,prateritum,partizip_ii,plural,notes,levels,sources,categories
bedeutung,die Bedeutung,die,noun,意味／重要性,"meaning, importance",,,die Bedeutungen,,B2,german_vocab_master.xlsx,noun | B2
bedingung,die Bedingung,die,noun,条件,condition,,,die Bedingungen,,B2,german_vocab_master.xlsx,noun | B2
bedürfnis,das Bedürfnis,das,noun,欲求／必要性,need / requirement / desire,,,die Bedürfnisse,,B1,german_vocab_master.xlsx,noun | B1
beeindrucken,beeindrucken,,verb,感銘を与える,to impress,beeindruckte,beeindruckt,,,B1,german_vocab_master.xlsx,verb | B1
beeindruckend,beeindruckend,,adj,印象的な,impressive,,,,,B1,german_vocab_master.xlsx,adj | B1
beeinflussen,beeinflussen,,verb,影響する,to influence,beeinflusste,hat beeinflusst,,,B2,german_vocab_master.xlsx,verb | B2
beenden,beenden,,verb,終える,to finish,beendete,hat beendet,,,A2,german_vocab_master.xlsx,verb | A2
beerdigung,die Beerdigung,die,noun,葬儀,funeral / burial,,,die Beerdigungen,,B1,german_vocab_master.xlsx,noun | B1
begegnen (+dat.),begegnen (+Dat.),,verb,〜に出会う,to meet / encounter / face,begegnete,begegnet,,,B1,german_vocab_master.xlsx,verb | B1
begeistern,begeistern,,verb,熱狂させる,to enthuse / inspire / excite,begeisterte,begeistert,,,B1,german_vocab_master.xlsx,verb | B1
beginnen,beginnen,,verb,始める,to begin,begann,hat begonnen,,,A1,german_vocab_master.xlsx,verb | A1
begriff,der Begriff,der,noun,概念,"term, concept",,,die Begriffe,,B2,german_vocab_master.xlsx,noun | B2
begrüßen,begrüßen,,verb,挨拶する／歓迎する,to greet / welcome,begrüßte,begrüßt,,,B1,german_vocab_master.xlsx,verb | B1
behandeln,behandeln,,verb,治療する,to treat,behandelte,hat behandelt,,,A2,german_vocab_master.xlsx,Gesundheit | verb | A2
behandlung,die Behandlung,die,noun,治療／対応,treatment,,,die Behandlungen,,B1,german_vocab_master.xlsx,noun | B1
behaupten,behaupten,,verb,主張する,to claim / assert,behauptete,behauptet,,,B1,german_vocab_master.xlsx,verb | B1
beherrschen,beherrschen,,verb,支配する／習得している,to master / control / dominate,beherrschte,beherrscht,,,B1,german_vocab_master.xlsx,verb | B1
behörde,die Behörde,die,noun,官庁,authority,,,die Behörden,,B2,german_vocab_master.xlsx,Politik | noun | B2
behördengang,der Behördengang,der,noun,役所への用件,errand to a public office,,,die Behördengänge,,B1,german_vocab_master.xlsx,Arbeit | noun | B1
bei,bei,,prep,〜のところで,"at, by",,,,+ Dat.,A1,german_vocab_master.xlsx,prep | A1
beilegen,beilegen,,verb,解決する,to settle,legte bei,hat beigelegt,,,C1,german_vocab_master.xlsx,verb | C1
beilegung,die Beilegung,die,noun,解決,settlement,,,die Beilegungen,,C1,german_vocab_master.xlsx,noun | C1
bein,das Bein,das,noun,脚,leg,,,die Beine,,A1,german_vocab_master.xlsx,noun | A1
beispiel,das Beispiel,das,noun,例,example,,,die Beispiele,,A1,german_vocab_master.xlsx,noun | A1
beitrag,der Beitrag,der,noun,投稿／寄与,contribution,,,die Beiträge,,B2,german_vocab_master.xlsx,Medien | noun | B2
beitragen,beitragen,,verb,貢献する,to contribute,trug bei,hat beigetragen,,irregular,B2,german_vocab_master.xlsx,verb | B2
beitragen zu (+dat.),beitragen zu (+Dat.),,verb,〜に貢献する,to contribute to,trug bei,beigetragen,,,B1,german_vocab_master.xlsx,verb | B1
bekannte,der Bekannte,der,noun,知人,acquaintance,,,die Bekannten,adj-decl,A2,german_vocab_master.xlsx,noun | A2
beklagen,beklagen,,verb,嘆く／訴える,to lament / complain about,beklagte,beklagt,,,B1,german_vocab_master.xlsx,verb | B1
bekommen,bekommen,,verb,得る,"to receive, to get",bekam,hat bekommen,,irregular,A2,german_vocab_master.xlsx,verb | A2
bekämpfen,bekämpfen,,verb,戦う,to combat / fight against,bekämpfte,bekämpft,,,B1,german_vocab_master.xlsx,verb | B1
belastung,die Belastung,die,noun,負担／ストレス,burden / stress / load,,,die Belastungen,,B1,german_vocab_master.xlsx,Gefühle | noun | B1
beleg,der Beleg,der,noun,証票,"voucher, slip",,,die Belege,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
bemerkenswert,bemerkenswert,,adj,注目すべき,remarkable,,,,,C1,german_vocab_master.xlsx,adj | C1
bemühen,das Bemühen,das,noun,努力,endeavor,,,die Bemühungen,,C1,german_vocab_master.xlsx,noun | C1
benehmen,das Benehmen,das,noun,振る舞い／行儀,behavior / manners,,,(uncountable),,B1,german_vocab_master.xlsx,noun | B1
benutzen,benutzen,,verb,使う,to use,benutzte,hat benutzt,,,A2,german_vocab_master.xlsx,verb | A2
benutzername,der Benutzername,der,noun,ユーザー名,username,,,die Benutzernamen,,A2,german_vocab_master.xlsx,noun | A2
benötigen,benötigen,,verb,必要とする,to need / require,benötigte,benötigt,,,B1,german_vocab_master.xlsx,verb | B1
beobachten,beobachten,,verb,観察する,to observe / watch,beobachtete,beobachtet,,,B1,german_vocab_master.xlsx,verb | B1
beobachtung,die Beobachtung,die,noun,観察,observation,,,die Beobachtungen,,B2,german_vocab_master.xlsx,noun | B2
bereich,der Bereich,der,noun,分野／領域,area / field / sector / zone,,,die Bereiche,,B1,german_vocab_master.xlsx,Zeit | noun | B1
bereits,bereits,,adv,すでに,already,,,,,B1,german_vocab_master.xlsx,adv | B1
berg,der Berg,der,noun,山,mountain,,,die Berge,,A2,german_vocab_master.xlsx,noun | A2
bericht,der Bericht,der,noun,報告／レポート,report,,,die Berichte,,B1,german_vocab_master.xlsx,noun | B1
berichten,berichten,,verb,報告する,to report,berichtete,hat berichtet,,,A2,german_vocab_master.xlsx,verb | A2
berichten über (+akk.),berichten über (+Akk.),,verb,〜について報告する,to report on,berichtete,berichtet,,,B1,german_vocab_master.xlsx,verb | B1
beruf,der Beruf,der,noun,職業,profession,,,die Berufe,,A1,german_vocab_master.xlsx,Arbeit | noun | A1
berufstätig,berufstätig,,adj,就労中の,employed / working (professionally),,,,,B1,german_vocab_master.xlsx,adj | B1
beruhigend,beruhigend,,adj,落ち着かせる,calming / soothing / reassuring,,,,,B1,german_vocab_master.xlsx,adj | B1
berücksichtigen,berücksichtigen,,verb,考慮する,to take into account / consider,berücksichtigte,berücksichtigt,,,B1,german_vocab_master.xlsx,verb | B1
berücksichtigung,die Berücksichtigung,die,noun,考慮,consideration,,,,,C1,german_vocab_master.xlsx,noun | C1
bescheid,der Bescheid,der,noun,通知／決定通知,notification / decision / notice,,,die Bescheide,,B1,german_vocab_master.xlsx,noun | B1
bescheinigung,die Bescheinigung,die,noun,証明書／証明,certificate / confirmation,,,die Bescheinigungen,,B1,german_vocab_master.xlsx,noun | B1
beschreiben,beschreiben,,verb,描写する,to describe,beschrieb,hat beschrieben,,irregular,A2,german_vocab_master.xlsx,verb | A2
beschädigt,beschädigt,,adj,損傷した,damaged,,,,,B1,german_vocab_master.xlsx,adj | B1
beschäftigung,die Beschäftigung,die,noun,従事／雇用,"occupation, engagement",,,die Beschäftigungen,,C1,german_vocab_master.xlsx,noun | C1
besetzt,besetzt,,adj,ふさがっている,occupied,,,,,A1,german_vocab_master.xlsx,adj | A1
besichtigen,besichtigen,,verb,見物する,to sightsee,besichtigte,hat besichtigt,,,A1,german_vocab_master.xlsx,verb | A1
besitzen,besitzen,,verb,所有する,to own,besaß,hat besessen,,irregular,A2,german_vocab_master.xlsx,verb | A2
besonders,besonders,,adv,特に,especially,,,,,A2,german_vocab_master.xlsx,adv | A2
besorgen,besorgen,,verb,手配する,to get / obtain / procure,besorgte,besorgt,,,B1,german_vocab_master.xlsx,verb | B1
besprechung,die Besprechung,die,noun,ミーティング,meeting,,,die Besprechungen,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
bestechen,bestechen,,verb,賄賂を渡す,to bribe,bestach,hat bestochen,,irregular,C1,german_vocab_master.xlsx,verb | C1
bestechung,die Bestechung,die,noun,賄賂,bribery,,,die Bestechungen,,C1,german_vocab_master.xlsx,Politik | noun | C1
bestehen,bestehen,,verb,合格する／存在する,"to pass, to consist of",bestand,hat bestanden,,irregular,A2,german_vocab_master.xlsx,Reisen | verb | A2
bestehen aus (+dat.),bestehen aus (+Dat.),,verb,〜から成り立つ,to consist of,bestand,bestanden,,,B1,german_vocab_master.xlsx,verb | B1
bestellen,bestellen,,verb,注文する,to order,bestellte,hat bestellt,,,A2,german_vocab_master.xlsx,verb | A2
bestrafen,bestrafen,,verb,罰する,to punish,bestrafte,hat bestraft,,,B2,german_vocab_master.xlsx,verb | B2
bestreiten,bestreiten,,verb,争う／否認する,to dispute,bestritt,hat bestritten,,irregular,C1,german_vocab_master.xlsx,verb | C1
bestätigen,bestätigen,,verb,確認する,to confirm,bestätigte,hat bestätigt,,,B2,german_vocab_master.xlsx,verb | B2
bestätigung,die Bestätigung,die,noun,確認,confirmation,,,die Bestätigungen,,B2,german_vocab_master.xlsx,noun | B2
besuchen,besuchen,,verb,訪問する,to visit,besuchte,hat besucht,,,A1,german_vocab_master.xlsx,verb | A1
betonen,betonen,,verb,強調する,to emphasize,betonte,hat betont,,,C1,german_vocab_master.xlsx,verb | C1
betrachten,betrachten,,verb,考察する／観察する,"to consider, to observe",betrachtete,hat betrachtet,,,B2,german_vocab_master.xlsx,verb | B2
betrag,der Betrag,der,noun,金額,amount,,,die Beträge,,A2,german_vocab_master.xlsx,Einkaufen | noun | A2
betragen,betragen,,verb,〜に達する,to amount to / come to,betrug,betragen,,,B1,german_vocab_master.xlsx,verb | B1
betrieb,der Betrieb,der,noun,会社／事業所,company / workplace / operation,,,die Betriebe,,B1,german_vocab_master.xlsx,Arbeit | Gesundheit | noun | B1
betrug,der Betrug,der,noun,詐欺,fraud,,,die Betrügereien,,B2,german_vocab_master.xlsx,noun | B2
beträchtlich,beträchtlich,,adj,相当な,considerable,,,,,C1,german_vocab_master.xlsx,adj | C1
beträchtlichkeit,die Beträchtlichkeit,die,noun,重要性,considerableness,,,,,C1,german_vocab_master.xlsx,noun | C1
bett,das Bett,das,noun,ベッド,bed,,,die Betten,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
beurteilen,beurteilen,,verb,評価する,to judge,beurteilte,hat beurteilt,,,B2,german_vocab_master.xlsx,verb | B2
beurteilung,die Beurteilung,die,noun,評価／判断,assessment / evaluation,,,die Beurteilungen,,B1,german_vocab_master.xlsx,noun | B1
bevor,bevor,,conj,～する前に,before,,,,subordinating,A2,german_vocab_master.xlsx,conj | A2
bevölkerung,die Bevölkerung,die,noun,人口,population,,,die Bevölkerungen,,A2,german_vocab_master.xlsx,noun | A2
beweggrund,der Beweggrund,der,noun,動機,motive,,,die Beweggründe,,C1,german_vocab_master.xlsx,noun | C1
bewegung,die Bewegung,die,noun,動き／運動,movement / motion / exercise,,,die Bewegungen,,B1,german_vocab_master.xlsx,noun | B1
beweis,der Beweis,der,noun,証拠,proof,,,die Beweise,,B2,german_vocab_master.xlsx,noun | B2
beweisen,beweisen,,verb,証明する,to prove,bewies,hat bewiesen,,irregular,B2,german_vocab_master.xlsx,verb | B2
bewerber,der Bewerber,der,noun,応募者,applicant / candidate,,,die Bewerber,,B1,german_vocab_master.xlsx,Arbeit | noun | B1
bewerbung,die Bewerbung,die,noun,応募,application,,,die Bewerbungen,,A2,german_vocab_master.xlsx,Arbeit | noun | A2
bewerten,bewerten,,verb,評価する,to evaluate,bewertete,hat bewertet,,,B2,german_vocab_master.xlsx,verb | B2
bewertung,die Bewertung,die,noun,評価,evaluation,,,die Bewertungen,,B2,german_vocab_master.xlsx,noun | B2
bewusstsein,das Bewusstsein,das,noun,意識,consciousness,,,,,C1,german_vocab_master.xlsx,noun | C1
bewältigen,bewältigen,,verb,克服する,to cope with / overcome / manage,bewältigte,bewältigt,,,B1,german_vocab_master.xlsx,verb | B1
bezahlen,bezahlen,,verb,支払う,to pay,bezahlte,hat bezahlt,,,A1,german_vocab_master.xlsx,Einkaufen | verb | A1
beziehung,die Beziehung,die,noun,関係,relationship,,,die Beziehungen,,A2,german_vocab_master.xlsx,Familie | noun | A2
beziehungsweise,beziehungsweise,,conj,あるいは,"respectively, or",,,,bzw.,B2,german_vocab_master.xlsx,conj | B2
bezug nehmen,Bezug nehmen,,phrase,言及する,to refer to,,,,+ auf,C1,german_vocab_master.xlsx,phrase | C1
bezweifeln,bezweifeln,,verb,疑う,to doubt,bezweifelte,hat bezweifelt,,,B2,german_vocab_master.xlsx,verb | B2
bezüglich,bezüglich,,prep,～に関する,regarding,,,,+Gen,B2,german_vocab_master.xlsx,prep | B2
bibliothek,die Bibliothek,die,noun,図書館,library,,,die Bibliotheken,,A2,german_vocab_master.xlsx,Freizeit | noun | A2
bier,das Bier,das,noun,ビール,beer,,,die Biere,,A1,german_vocab_master.xlsx,Essen | noun | A1
bieten,bieten,,verb,提供する,to offer / provide / bid,bot,geboten,,,B1,german_vocab_master.xlsx,verb | B1
bild,das Bild,das,noun,絵／画像,picture,,,die Bilder,,A1,german_vocab_master.xlsx,noun | A1
bildschirm,der Bildschirm,der,noun,画面,screen,,,die Bildschirme,,A2,german_vocab_master.xlsx,noun | A2
bildung,die Bildung,die,noun,教育,education,,,,,A2,german_vocab_master.xlsx,Schule | noun | A2
bildungspolitik,die Bildungspolitik,die,noun,教育政策,education policy,,,,,C1,german_vocab_master.xlsx,Politik | Bildung | noun | C1
bildungssystem,das Bildungssystem,das,noun,教育制度,education system,,,die Bildungssysteme,,B2,german_vocab_master.xlsx,Bildung | noun | B2
billig,billig,,adj,安い,cheap,,,,,A1,german_vocab_master.xlsx,Einkaufen | adj | A1
biologie,die Biologie,die,noun,生物学,biology,,,,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
birne,die Birne,die,noun,ナシ,pear,,,die Birnen,,A2,german_vocab_master.xlsx,Essen | noun | A2
bis,bis,,conj,～まで,until,,,,subordinating,A2,german_vocab_master.xlsx,conj | A2
bitte,bitte,,adv,どうぞ／お願いします,"please, you're welcome",,,,,A1,german_vocab_master.xlsx,adv | A1
bitter,bitter,,adj,苦い,bitter,,,,,A2,german_vocab_master.xlsx,Essen | adj | A2
blau,blau,,adj,青い,blue,,,,,A1,german_vocab_master.xlsx,Farben | adj | A1
bleiben,bleiben,,verb,とどまる,to stay,blieb,ist geblieben,,,A1,german_vocab_master.xlsx,verb | A1
bleistift,der Bleistift,der,noun,鉛筆,pencil,,,die Bleistifte,,A1,german_vocab_master.xlsx,noun | A1
blitz,der Blitz,der,noun,稲妻,lightning,,,die Blitze,,A2,german_vocab_master.xlsx,Familie | Wetter | noun | A2
bloß,bloß,,adv,ただ／〜だけ,just / only / bare / naked,,,,,B1,german_vocab_master.xlsx,adv | B1
blume,die Blume,die,noun,花,flower,,,die Blumen,,A1,german_vocab_master.xlsx,noun | A1
bluse,die Bluse,die,noun,ブラウス,blouse,,,die Blusen,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
blut,das Blut,das,noun,血,blood,,,,,A2,german_vocab_master.xlsx,Gesundheit | noun | A2
boden,der Boden,der,noun,床,floor,,,die Böden,,A1,german_vocab_master.xlsx,Wohnen | noun | A1
bohne,die Bohne,die,noun,豆,bean,,,die Bohnen,,A2,german_vocab_master.xlsx,Essen | noun | A2
branche,die Branche,die,noun,業界／分野,industry / sector / branch,,,die Branchen,,B1,german_vocab_master.xlsx,Zeit | noun | B1
brauchen,brauchen,,verb,必要とする,to need,brauchte,hat gebraucht,,,A1,german_vocab_master.xlsx,verb | A1
braun,braun,,adj,茶色の,brown,,,,,A1,german_vocab_master.xlsx,Essen | Farben | adj | A1
breit,breit,,adj,広い,wide,,,,,A1,german_vocab_master.xlsx,adj | A1
brezel,die Brezel,die,noun,プレッツェル,pretzel,,,die Brezeln,,B1,german_vocab_master.xlsx,noun | B1
brief,der Brief,der,noun,手紙,letter,,,die Briefe,,A1,german_vocab_master.xlsx,noun | A1
briefkasten,der Briefkasten,der,noun,郵便ポスト,letterbox,,,die Briefkästen,,A2,german_vocab_master.xlsx,noun | A2
briefmarke,die Briefmarke,die,noun,切手,stamp,,,die Briefmarken,,A2,german_vocab_master.xlsx,noun | A2
brille,die Brille,die,noun,メガネ,glasses,,,die Brillen,,A1,german_vocab_master.xlsx,Kleidung | noun | A1
bringen,bringen,,verb,持って来る,to bring,brachte,hat gebracht,,,A1,german_vocab_master.xlsx,verb | A1
brisant,brisant,,adj,微妙な／緊迫した,"explosive, sensitive",,,,,C1,german_vocab_master.xlsx,adj | C1
brot,das Brot,das,noun,パン,bread,,,die Brote,,A1,german_vocab_master.xlsx,Essen | noun | A1
bruder,der Bruder,der,noun,兄／弟,brother,,,die Brüder,,A1,german_vocab_master.xlsx,Familie | noun | A1
brust,die Brust,die,noun,胸,"chest, breast",,,die Brüste,,A2,german_vocab_master.xlsx,noun | A2
brötchen,das Brötchen,das,noun,小型のパン,bread roll,,,die Brötchen,,A1,german_vocab_master.xlsx,Essen | noun | A1
buch,das Buch,das,noun,本,book,,,die Bücher,,A1,german_vocab_master.xlsx,Schule | Freizeit | noun | A1
buchen,buchen,,verb,予約する,to book,buchte,hat gebucht,,,A2,german_vocab_master.xlsx,Reisen | Freizeit | verb | A2
buchung,die Buchung,die,noun,予約,booking,,,die Buchungen,,A2,german_vocab_master.xlsx,Reisen | noun | A2
bunt,bunt,,adj,カラフルな,colorful / varied / lively,,,,,B1,german_vocab_master.xlsx,Farben | adj | B1
bus,der Bus,der,noun,バス,bus,,,die Busse,,A1,german_vocab_master.xlsx,Verkehr | noun | A1
butter,die Butter,die,noun,バター,butter,,,,no plural,A1,german_vocab_master.xlsx,Essen | noun | A1
bzw.,bzw.,,conj,あるいは,respectively,,,,abbr,B2,german_vocab_master.xlsx,conj | B2
bäcker,der Bäcker,der,noun,パン職人,baker,,,die Bäcker,,A2,german_vocab_master.xlsx,Essen | noun | A2
bär,der Bär,der,noun,クマ,bear,,,die Bären,n-decl,A2,german_vocab_master.xlsx,noun | A2
bündnis,das Bündnis,das,noun,同盟,alliance,,,die Bündnisse,,C1,german_vocab_master.xlsx,Politik | noun | C1
bürger,der Bürger,der,noun,市民,citizen,,,die Bürger,,B2,german_vocab_master.xlsx,Politik | noun | B2
bürgerin,die Bürgerin,die,noun,市民（女）,citizen (f),,,die Bürgerinnen,,B2,german_vocab_master.xlsx,Politik | noun | B2
bürgerversammlung,die Bürgerversammlung,die,noun,市民集会,citizens' assembly / town meeting,,,die Bürgerversammlungen,,B1,german_vocab_master.xlsx,Arbeit | noun | B1
büro,das Büro,das,noun,オフィス,office,,,die Büros,,A1,german_vocab_master.xlsx,Arbeit | noun | A1
bürokratie,die Bürokratie,die,noun,官僚主義,bureaucracy,,,die Bürokratien,,B2,german_vocab_master.xlsx,Arbeit | Politik | noun | B2
café,das Café,das,noun,カフェ,café,,,die Cafés,,A1,german_vocab_master.xlsx,Essen | noun | A1
campingplatz,der Campingplatz,der,noun,キャンプ場,campsite,,,die Campingplätze,,A2,german_vocab_master.xlsx,noun | A2
cent,der Cent,der,noun,セント,cent,,,die Cents,,A1,german_vocab_master.xlsx,noun | A1
chaot,der Chaot,der,noun,だらしない人,chaotic person / messy person,,,die Chaoten,,B1,german_vocab_master.xlsx,noun | B1
charakter,der Charakter,der,noun,性格,character,,,die Charaktere,,B2,german_vocab_master.xlsx,Gefühle | noun | B2
chef,der Chef,der,noun,上司（男）,boss (m),,,die Chefs,,A1,german_vocab_master.xlsx,Arbeit | noun | A1
chefin,die Chefin,die,noun,上司（女）,boss (f),,,die Chefinnen,,A1,german_vocab_master.xlsx,Arbeit | noun | A1
chemie,die Chemie,die,noun,化学,chemistry,,,,,B2,german_vocab_master.xlsx,Wissenschaft | noun | B2
clique,die Clique,die,noun,仲間グループ,clique / group of friends,,,die Cliquen,,B1,german_vocab_master.xlsx,noun | B1
co2-ausstoß,der CO2-Ausstoß,der,noun,CO2排出量,CO2 emissions,,,,,B2,german_vocab_master.xlsx,Umwelt | noun | B2
cocktail,der Cocktail,der,noun,カクテル,cocktail,,,die Cocktails,,A2,german_vocab_master.xlsx,noun | A2
computer,der Computer,der,noun,コンピュータ,computer,,,die Computer,,A1,german_vocab_master.xlsx,noun | A1
